"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
1,0.233598260713829,0.219723091236282,0.0533848929733502,0.000632676109928103,0.0765379072747618,0.0170747685936789,0.0106134433849756,0.0478998464584909,-792.121879301369
2,0.128383492563907,0.168796752284121,0.0335784582799219,0.0296954003849413,0.0809694694592731,0.024080866242344,0.0256326412144732,0.0475537226133096,-778.38891140923
3,0.117407174603488,0.047881400208489,0.0318032719484735,0.0128725702401408,0.0712419937722999,0.0183865145378338,0.0298351694562053,0.0768058157242976,-769.128101815444
4,0.115971155691469,0.123385148513283,0.00594970875727246,0.0178614293347291,0.0824286675380875,0.0143944361743839,0.0424743992282641,0.077719996723848,-763.201525564956
5,0.112681989665919,0.140185805666116,0.00736926428191052,0.0140192448099425,0.0795244591133984,0.013382997903838,0.0604442569016038,0.0793024545117164,-763.330271518448
6,0.110032370027393,0.114258084938727,0.0095822043467858,0.0172028528149739,0.0794636136094908,0.0041320375148193,0.0300442656738231,0.0771064635200642,-764.509787070168
7,0.0680520047924892,0.0949363690548593,0.0100154665156834,0.0169782456501342,0.095642924101387,0.0116771566553956,0.0495306120839061,0.096939127764316,-759.886402358532
8,0.0466464255291801,0.11203710533816,0.0127127639615783,0.0221980757427878,0.0898596071213465,0.00477492132499356,0.0563101533322576,0.0972013479637661,-758.02912512947
9,0.0561226197578579,0.0826461023258382,0.0178666549948421,0.0204712032960533,0.0886418642329255,0.00402479503822394,0.058025845530604,0.113335520452764,-759.489266736895
10,0.051070960062941,0.0950250341802756,0.0124306418457883,0.0175675706142447,0.0870097671916116,0.00253939751317092,0.0766191300925233,0.111484921451458,-757.923485378665
11,0.0472781693883121,0.0864493941318116,0.00612803969011952,0.0259637482461584,0.102534397854184,0.00861773325266102,0.0653398272116935,0.0896574286907318,-759.964593520223
12,0.0894914823756324,0.0908252034607911,0.00793958373203845,0.0108741408971388,0.103692439431473,0.00666564457301762,0.0688239505109923,0.0970903701849518,-761.796585483475
13,0.0204828872558234,0.118451481079898,0.0206430425738221,0.00801714801355433,0.102563913464649,0.00957329157413469,0.0726321846141276,0.107511294324444,-761.950466680025
14,0.0942152641855769,0.112745225990264,0.0173789934632849,0.0245984138098488,0.079435489358982,0.00965104952898138,0.0792924835689159,0.117768756043658,-763.452262466246
15,0.0924186621101044,0.0521043788591874,0.0232069836764664,0.00164142147305096,0.0724002322831317,0.0042011401754877,0.069852608349715,0.111056519161114,-761.758979655461
16,0.0960309001192863,0.0564581833878248,0.0186418466287103,0.00553032367011232,0.0884373992022688,0.00204628777856099,0.0618213357425359,0.0888076506574295,-760.962594143286
17,0.0838880359802986,0.115522374485303,0.0409165121438388,0.00246833569802,0.0809766771468602,0.00772741993269886,0.0468653296636308,0.0788760636965075,-761.217591604961
18,0.0943776401750909,0.0757155704153886,0.0134978017428913,0.0297737353020138,0.0891387410861866,0.00621415208907261,0.048689440946739,0.0730197437521463,-762.65302158793
19,0.0180773272196147,0.0959184249088812,0.0423689118756991,0.0162744728629626,0.089494738463714,0.00976781901974203,0.0421411992013864,0.0873004585864412,-764.637841132726
20,0.0614869354252692,0.0647804777875453,0.0221083988715516,0.0206094081999048,0.082025885786744,0.0113235030146899,0.0564280024121394,0.0808625269225376,-762.697500501007
