"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
1,0.257884624384753,0.181394236358746,0.0126029134243583,0.0440671456107597,0.0221942763061327,0.0248756318533856,0.0267534364841871,0.0332013100113924,-1049.00183924192
2,0.0860779455453215,0.0527977399288846,0.012929508157179,0.044565848383924,0.138256269610724,0.022375620907629,0.0239682676929373,0.0686458956216296,-1015.10545418247
3,0.0941438808810737,0.100204340512504,0.0126920969597711,0.0259002787321415,0.118129663592164,0.0036729951656846,0.0315907439930998,0.0624379091922473,-992.926104418609
4,0.0461591135421589,0.110823192385529,0.0312246490476395,0.0272961289400392,0.0915212186917185,0.0055587525723785,0.0402475270847326,0.0786647580023301,-988.079935690486
5,0.0413607683387492,0.105141227530967,0.0245539407822521,0.0196099844343776,0.100774426689382,0.0079877840157644,0.0609919331490481,0.0900457880085269,-986.130915376843
6,0.0461119281045719,0.0928566030119056,0.00433126593607224,0.0380873282924971,0.0911053420397663,0.00365032871448638,0.0751492115363598,0.0906631384092551,-988.723649472911
7,0.0483918886767495,0.110541258657944,0.0262656477528525,0.0320110564281622,0.100238040477052,0.00183309635662696,0.073718437183569,0.0783601822091655,-986.579287065684
8,0.0455741558280041,0.106887499950924,0.0174886316503148,0.0352227554213988,0.110189413228712,0.00638056278350625,0.0721742059848961,0.09425661557063,-987.37698829169
9,0.0659886675135757,0.101822370902946,0.00589831910344726,0.0163034569640591,0.0879204367910623,0.00315892106100295,0.0985014716719985,0.12826205728203,-985.415065813971
10,0.0763142362075993,0.151050522669844,0.000974760830476778,0.00459954897519314,0.0909700475587458,0.00415558565925094,0.114717476558093,0.116419696101916,-982.834614584987
11,0.0540177855913853,0.149390787465738,0.00426769778638037,0.00315076649147141,0.110586275257957,0.00181133087237705,0.12394963918664,0.147053746004217,-984.657197535312
12,0.0871596430650669,0.169829839769864,0.00254991910695635,0.00674664786640206,0.0764365167482309,0.00435434026996822,0.110094198000379,0.0915123257389583,-988.466680598991
13,0.0907400383795339,0.129898168701209,0.00285450418887471,0.00387390899298445,0.0951908008307485,0.00517703682439893,0.0939080146001651,0.121968839046438,-983.455937234087
14,0.0845070627949599,0.17361831816947,0.00985387272625406,0.00200676227141768,0.0902936758658818,0.00958395835970192,0.109662748574839,0.123321138714162,-984.861831654038
15,0.0885435414655419,0.157475108748754,0.00706300362382296,0.00386159506233306,0.10125132706562,0.0077126893443685,0.104268460530861,0.0977973259504633,-983.447985978214
16,0.0527008521330845,0.155429593581892,0.00905644873735653,0.00418058044095462,0.110152639110289,0.00553826366317261,0.109839756794771,0.101873534731398,-982.793101331019
17,0.0620515337673029,0.153004161868531,0.00747409786155833,0.00712618155570966,0.0998451316105802,0.00686117759957421,0.0742674583155231,0.0985451414250734,-982.08311254347
18,0.0701748072790246,0.133208549169034,0.0150539976853938,0.00966345416068208,0.0864304435332261,0.0074324466514135,0.0885446190665848,0.0997605402974341,-983.223556113528
19,0.0564767191415507,0.135580944836084,0.0143612736370119,0.00633380090906372,0.0849375038724699,0.00444855236209282,0.0932924056099236,0.133250393117815,-984.999984948852
20,0.080073050011766,0.135151478560909,0.0115795227973764,0.00225114815511254,0.0837300804310363,0.00304401116528209,0.108614839484142,0.127912960629173,-983.98314629087
