"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
1,0.0256167704138048,0.0292721164075998,0.0146628182350545,0.0203352022983927,0.0121488224501249,0.0273096078318335,0.0150435063823012,0.00386723288563454,-1421.68545680113
2,0.0155321619447767,0.019962048639219,0.00429409388941079,0.0241851394156689,0.00591650686839122,0.0130257428371394,0.0122414623623562,0.0112244708634776,-1389.52967210595
3,0.0154981771918297,0.0245128956853988,0.00818108279742063,0.027430010563722,0.00576719562526488,0.0132013418476845,0.00833733698132093,0.0158394219890708,-1388.39063134576
4,0.0120416474379619,0.0231116826176367,0.00700129408452298,0.0135954702593366,0.00624348728417603,0.0157758500224104,0.0144598380588719,0.0192306732317982,-1388.70096613425
5,0.0226555131754585,0.0221165552217011,0.0138425473651218,0.0248901727184308,0.0081526837701096,0.0175851909507942,0.00948388016065258,0.0225721597427717,-1391.61166166559
6,0.0129936789247507,0.0245571976034085,0.00201069666492205,0.0246560392385397,0.00796253582642365,0.00934438381868235,0.00951073836264387,0.0203582687440655,-1384.30548979191
7,0.0151157359202004,0.0237290455422783,0.00170658920069596,0.0271229378730978,0.00845196941459781,0.0105043656522077,0.0115878864216247,0.0237704601741757,-1382.98565050272
8,0.0162639709920993,0.0241947913664411,0.00552581594350568,0.0280024770590366,0.00854481486122408,0.0127053520877132,0.0143638275215367,0.021896806710376,-1384.35510550094
9,0.0154959494046277,0.0257883115119464,0.00527158454098909,0.0201397201212006,0.0072541828431199,0.0127246284780456,0.00861593092161454,0.0156309277062073,-1384.65635250339
10,0.0174565631024464,0.0207410440220926,0.0070224987178093,0.0254093872241356,0.0057037889744355,0.00773174354079323,0.0112831068771577,0.0278835491448498,-1388.93917032428
11,0.0143275352914863,0.0205224528188408,0.00761309280173101,0.0254074994197689,0.00868654486578056,0.0151480959602092,0.0127214309875258,0.0255453096170489,-1384.12311402422
12,0.0150681720731319,0.0174279122221196,0.00729394321211863,0.016727716096575,0.00996475610376105,0.0122387410950971,0.0127217368482475,0.0187830932301955,-1385.44906299723
