"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
1,0.0144532701346564,0.0394575419414346,0.0111353222783422,0.0109979543507788,0.0241880143890591,0.00108393249460284,0.0197942811728365,0.018214575960986,-422.734327440919
2,0.0145144851233195,0.028702311319297,0.0094465837608628,0.00878075077168746,0.0300602003751865,0.00259025437294449,0.0289696390997575,0.0502997941129999,-409.305238687732
3,0.00877699494872766,0.0303566404658201,0.000226645471064274,0.00802498782549609,0.0345947662279613,0.00161023375153831,0.0176899147243767,0.0476137646640349,-404.499420641883
4,0.0151144411213126,0.0413784517171977,0.000776804249654306,0.00148126218473302,0.0339347977018471,0.00152119597385586,0.0349018192003298,0.052197182952794,-401.687336878673
5,0.000306829565295495,0.0457512149562172,0.00372240232885998,0.00114466204689369,0.0300160201699247,0.00119764648285698,0.0465281803776468,0.0532568027266466,-402.089894576009
6,0.0045304392616503,0.0578997455669292,0.000442646193112437,0.00107703204484774,0.0294424880055222,0.000805923754331663,0.0189883604930528,0.0461773980234126,-399.599517705989
7,0.0134066348114053,0.0329585109481562,0.000334852887819031,0.00208711844574542,0.0276760305636103,0.00148685449575786,0.0204032790892074,0.03990242396383,-400.952243559534
8,0.00191607400263917,0.030941194396174,0.000269629184897329,0.0018290966982622,0.027599207457081,0.00138081640349582,0.0315393407629974,0.0636423325604,-402.98851584727
9,0.0108970520308011,0.0578756157036005,0.000288732276374154,4.86549252604869e-05,0.0249917601226901,0.00136024612425338,0.0327156856822886,0.0615729288015401,-400.21257693732
10,0.000171724464309772,0.0414601652693222,0.00465207427745936,0.000878940656676785,0.0274860273513217,0.00346088142177714,0.0159409726069303,0.0292123844497442,-407.530091433313
11,0.00280916741240314,0.0463306162488079,0.00420444177474966,0.000767609203496346,0.0320485486208241,0.00146671826462723,0.0200679446757344,0.0396858004641852,-401.441952153686
12,0.00162810361025756,0.0457965672398384,0.00406829416171601,0.00103392168640099,0.0282829739116496,0.00276692418107084,0.0343409653329836,0.0512586389717499,-400.558512067232
13,0.00534837633221382,0.0456924999475198,0.000534232557154164,0.000796253508560028,0.0246748428829873,0.000514822981547964,0.0339521081113038,0.0465159704160585,-398.028846073288
14,0.000406981934597779,0.0521686701648235,0.000965226520270262,0.00192727878608231,0.0182135531616461,0.00283900514733487,0.028846509219937,0.0483663389247927,-399.81931916222
15,0.00601931553563913,0.0463907856338802,0.000903286635263318,0.000348980356113423,0.0231840622803615,0.000575330416741377,0.0238847667447922,0.0518394370455536,-398.092047872215
16,0.00993071838356185,0.0295399242499901,0.000949614368212793,0.000449925794943789,0.0267402230362982,0.0036372014299267,0.0255967570315514,0.0516782911048482,-400.842645651368
17,0.0123782516862509,0.0363434676312186,0.00139890049840375,7.24234836999155e-05,0.0235611828230802,0.00195445696313279,0.0324351740226434,0.0474511875174173,-398.745387862259
18,0.00439331162268279,0.035103084423406,0.00044820031554551,0.00293340458928754,0.0218868423862754,0.0013933424695018,0.025964953352315,0.0476496718407816,-400.028927963551
19,0.0136884575936254,0.0326959393130763,0.00174407402023865,0.00408882728748053,0.0193426363324895,0.00313328477121855,0.0384505722109966,0.0527902105763487,-402.787950250428
20,0.00908371713143342,0.0457423736092446,0.000267183912411825,0.0065374010496858,0.0233986802497662,0.00530735834427112,0.0248008401534538,0.0446821182461033,-403.102924787675
21,0.00243616513701007,0.0474598101148046,1.44403279655026e-05,0.000756526557791766,0.0225896366393691,0.00175224440086816,0.0378336660447056,0.0414249610758597,-397.913837256962
22,0.00860777166644995,0.0491354053411499,0.000248554259680416,0.00144316117897502,0.0328822669870476,0.000867602105480504,0.0321780366169295,0.0513906855174877,-399.906215025699
23,0.000902500295114667,0.0513788837005257,0.00172777421607112,0.000282835043191463,0.0256490931484469,0.0014104076337755,0.0326273576221295,0.0520980884724438,-397.990916725612
24,0.0079152085389027,0.0430245711104276,0.000156770171935376,0.0002174329508638,0.0192403973928534,0.00153535141259022,0.0343045804942532,0.0564031266665494,-398.124654745653
25,0.00672934646405999,0.0557981047042987,0.000321980762106349,8.17167991322463e-05,0.0286051853184822,0.00186117131808751,0.0332714370031534,0.0566924788921698,-398.513207990147
26,0.00265530710292538,0.0533326152612926,0.000346081256240673,0.000119607740871064,0.0224534653476623,0.00494499902227334,0.0245769628038292,0.0515596734275405,-398.210052059908
27,0.004260417585501,0.0541847014916974,0.000395573123116601,1.36426494046513e-05,0.0204028357158556,0.00457959745371955,0.0373396327875881,0.0567019654658619,-398.921213845836
28,0.00104415790191601,0.0490431913256507,0.000393342211262091,3.66843724581261e-05,0.0191268037219873,0.000124388377256423,0.0301635777105657,0.0311248361931749,-401.558281602544
29,0.00504012502740375,0.0572178401804208,0.000533792274586819,1.91302031968547e-05,0.0202553277691764,0.00568814125835939,0.0256361519339634,0.0627174927371685,-401.06930902566
30,0.0034709778216161,0.0350732580572286,0.000588599535318796,6.80840140911855e-05,0.022390072987346,0.00183249357197716,0.0278696591336514,0.032230408032706,-400.426721427879
31,0.00467851065964567,0.0545780193897934,7.04656674427451e-05,0.00194594537092971,0.0235752820965734,0.00125355037546212,0.0318147770249808,0.0467154177639728,-398.220694185223
32,0.00471279191441405,0.0576433124260996,0.000677999437451231,0.00328320285946539,0.0261534645935656,0.000746485802237233,0.0296326574064089,0.0431138380181078,-400.576020823903
33,0.0108669720420838,0.0257256857326442,0.000932067287400064,0.000647765436054063,0.0186592024518443,0.000572119147457644,0.0271230732968664,0.0535214106097056,-401.417101032745
34,0.014048073058046,0.0504992933826685,0.000267465475025615,0.00146896032220897,0.03502594439607,0.0010402626303256,0.0345217777326375,0.0557721369508902,-402.36062700712
