"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","dem1","dem2","p"
1,0.05031236316672,0.0820054748777476,0.0728363725481887,0.335122790001422,0.0443010946505804,0.0739936710369389,0.0855302259789336,0.218826001336026,0.0521517440271507,0.027376098525705,-1415.58332134347
2,0.0310208446094678,0.0821458874523908,0.00495628423558527,0.278857568290841,0.0438723256949682,0.0674582788768475,0.292716419932503,0.199324259176035,0.0434431163063346,0.0310034094563091,-1381.53579834889
3,0.0302601996611693,0.0157633291870677,0.00222975567461309,0.0632673543779094,0.047937349509649,0.0461202076757832,0.254003374529443,0.198628789183449,0.0930905259786883,0.0413682132119547,-1365.65173653057
4,0.107078180312355,0.0787996212202546,0.0336070732235541,0.0791321733316654,0.0811236558052722,0.0441890919233363,0.157114963342419,0.171916580898015,0.0357954668619275,0.0326281045713542,-1351.15733268823
5,0.104678891209891,0.0897335111076599,0.0116953025592521,0.069797063273843,0.0744902908020444,0.0579126778133444,0.157786106162896,0.122946098663899,0.0499420147796728,0.0447677561192325,-1345.69538072911
6,0.0155431744141736,0.137217535676463,0.0310539688739532,0.0483952323923475,0.0813250511169294,0.0288742370210665,0.141954205035875,0.0982438370312987,0.0941261311310951,0.0436219592052056,-1341.57095976202
7,0.0220280429614055,0.0752155707495524,0.0315712350376643,0.0791491536206432,0.092380488714513,0.0646114186570893,0.128604516496295,0.105595321216577,0.0901539455804131,0.0399342273592262,-1339.95707182989
8,0.0334573057849794,0.0894890290443453,0.0201346080159561,0.0752018188902278,0.0519952743056277,0.0329413993576791,0.148920006884897,0.121414545517916,0.0843448097434808,0.0466600335990182,-1340.07380979105
9,0.00492610872314987,0.101336523476321,0.0320805217988811,0.0818796138036668,0.0514059124117227,0.0371971645956919,0.11910178771419,0.1185017978236,0.0766738343626184,0.0460134428328802,-1337.77483523064
10,0.00436862205892556,0.0543322950097709,0.0316037252832014,0.0898993009802454,0.0794834235643504,0.0493351924787588,0.137164422048015,0.1140003092659,0.0758473165280691,0.0454387734921431,-1338.93304417816
11,0.0183655921266013,0.0508461686573232,0.0313317782354788,0.0723620862311015,0.0838100548117285,0.043002789478162,0.132781757888413,0.128109502847617,0.101494816411585,0.048385401782634,-1340.07240527362
12,0.0162205739556711,0.104066384699533,0.0392482884142245,0.0712710397807389,0.0873139699955888,0.0490899924837109,0.134710379235307,0.136832072883681,0.0569350634603987,0.0486393330399945,-1338.94710267411
13,0.0168454855801929,0.110014553347896,0.0423454930551876,0.0657845694941306,0.0576799618469574,0.0431183583426665,0.135617673805923,0.0856679870296867,0.0637169636668832,0.0256141578383321,-1340.98272201988
14,0.0106881749959998,0.110442378524594,0.0267950562978313,0.0802796592204526,0.0948944600338412,0.0483777077736571,0.0796322314628722,0.0927888988368442,0.0739853836278898,0.0236744376591127,-1341.51446307502
15,0.0057694049053836,0.147911151083441,0.0234898721976081,0.0814157737236213,0.0434371658930744,0.0513820255783586,0.0820502162919044,0.0982272128116196,0.0658076708078438,0.0270164763878025,-1342.04027123358
16,0.0254880538975325,0.0905725481416576,0.0257207749751968,0.0854990822460571,0.0483460885518436,0.0716884701421531,0.125418059673219,0.0961158781215631,0.0727462534350972,0.0233008551540374,-1343.52594631668
17,0.0294075855333344,0.0732538553181335,0.0151370498035899,0.0733043226079273,0.0826976266690396,0.0610618380293724,0.112613048825331,0.111983629206977,0.0822232346536096,0.0752075537646387,-1343.73089453029
18,0.0319611229198871,0.0754119252919046,0.0338541340461971,0.0525500776946825,0.0649476208705636,0.0339324692179682,0.114509181438122,0.113347385422452,0.0561678143719107,0.043604820004742,-1339.9532201729
19,0.0134782718036698,0.0880775664849334,0.0265630700044266,0.0725542756708211,0.0754131310718952,0.0533480876040871,0.129787453444123,0.127128560490133,0.0792956407060752,0.0407296632927065,-1336.96639958997
20,0.0058657462256014,0.0740510285540047,0.047901503380551,0.0647646701846815,0.0633677809017455,0.0472579899003859,0.12060070031738,0.103040428675888,0.0800761126820333,0.0436325339146887,-1336.99493929527
21,0.0314627383859567,0.0848057949999999,0.0256822787589901,0.072961436353631,0.0746772042646387,0.0326028065767067,0.141323642462999,0.104150769898602,0.0528143927027151,0.0574862960632771,-1339.65508856698
22,0.0226650155000759,0.108426122009654,0.0257070497556853,0.0632505565672959,0.0833524675365394,0.0490583279874357,0.151099873327606,0.130887067145387,0.0720905502639685,0.0315223267727244,-1338.22728501219
23,0.013385892337373,0.117914261213855,0.0657828381598654,0.0653326469584559,0.0809264532661199,0.0460734189014452,0.129424086655998,0.122751463711305,0.0419241829090859,0.0497133860788458,-1341.91495513629
24,2.72234497651256e-05,0.117706273774179,0.023417755049491,0.071037361090372,0.0684376908220665,0.0459206376775941,0.14391977125324,0.130439536230399,0.0604794104831793,0.0406960239524508,-1337.06985661693
25,0.00450109108311587,0.134359987692654,0.0245010693864803,0.0854272929442935,0.0591909244150515,0.0618132770976757,0.129146957344906,0.144795398969987,0.0488664116576758,0.0477958887724901,-1342.19550188636
26,0.0171579270515583,0.108321600100599,0.0257211461216045,0.0578113206477983,0.0637055925078314,0.0404779159796719,0.134330075125636,0.123409774499323,0.070609250967186,0.0348252489136764,-1337.17455560162
27,0.0530439987861563,0.098116591331811,0.0302396856045806,0.0678033923195451,0.0689192121367873,0.0377449099793988,0.145157043636121,0.125172454478821,0.0700777418795447,0.0533529515284435,-1339.89586544742
28,0.0521646744337305,0.0707248137826539,0.0373294554427284,0.0461437287998059,0.0814399440867223,0.0659342785480539,0.137498637410303,0.124908709010739,0.105514039796428,0.0415418457455957,-1344.79764322513
29,0.012460137651927,0.119906477956121,0.0484758089964145,0.0557972556303388,0.07159508102889,0.0595716978549155,0.140866579120816,0.130543823859605,0.0323669019847098,0.0536630715872917,-1343.17916505872
30,0.00621744103648428,0.124817212087837,0.0225828965120018,0.0722306454190997,0.0801895361181304,0.0617876554466785,0.127270952814881,0.128068097401307,0.0323727842868517,0.0366559263535262,-1342.03724877012
31,0.0209346504520307,0.140333806318231,0.0394560654008587,0.074068259599408,0.0876223971655539,0.0442857425043916,0.136490113228897,0.119547951677286,0.0397141072351328,0.0292721789417433,-1339.96404977493
32,0.0203290065230437,0.133915671993119,0.0436969440228364,0.0794905791951714,0.0793156876284803,0.0670574431934956,0.143157641095071,0.123451644498583,0.0829006820415963,0.035644412873285,-1341.90475619619
33,0.024053445988448,0.0711398362174825,0.0314531869457036,0.0514914036740972,0.0503265608665629,0.0470438994902134,0.115373226723335,0.141157817490396,0.113950541687616,0.029310629245452,-1344.11879895766
34,0.028050205662107,0.106893396602551,0.0189318243439537,0.0653169528740544,0.0840153649251263,0.0441965251796725,0.200205649775671,0.136825059377614,0.116432471209229,0.0586172643876916,-1345.59092321067
35,0.00416835362468211,0.0763997799277443,0.0529023636592433,0.069657388280903,0.0667361013262434,0.0427293542210095,0.145344979473933,0.109326626774761,0.138234773254417,0.0146291283106514,-1343.7275663776
36,0.0205564667886111,0.0770800241863721,0.0339153374787528,0.0524320171931428,0.047744873751787,0.0438644058001614,0.128717224478645,0.112241961665063,0.140993833602037,0.0591393807838864,-1346.66011320648
37,0.0162327763277632,0.135997097061094,0.0409643746009321,0.0684006110326966,0.0783306545916399,0.0473801612796654,0.140446751198912,0.117767259947701,0.0378793449077735,0.0180939719087452,-1341.21469367477
38,0.036787828930307,0.162301036579444,0.0336681814798678,0.0753051437000379,0.0703564814082583,0.0505980452313397,0.145964198878259,0.113742893490036,0.0618619363577528,0.0200256014969009,-1342.10716389196
39,0.00511426623714181,0.120094708545342,0.0663432277134053,0.0799459658828931,0.106928560034399,0.0428642096105691,0.140976868978669,0.119302362494312,0.0894082242942656,0.0318373687663723,-1342.35472199588
40,0.000146223737589418,0.082431480299834,0.0502611674424916,0.0891466940418785,0.0485721512238264,0.043239447761501,0.137178537294451,0.127446681035377,0.108293843101196,0.0401116309806971,-1340.96215601726
41,0.00930034603994038,0.09710529865979,0.033615692311799,0.0859899090400029,0.0650129846179072,0.0413809930637862,0.132849989232146,0.111099542143211,0.0580704388075354,0.050633054983504,-1337.16644212428
42,0.0624220008895672,0.11099358419058,0.0259095460801529,0.0592218203797809,0.0790331124502515,0.0386914071601578,0.124108478530598,0.111332115663601,0.0559076214963489,0.0451199311388256,-1340.02394659022
43,0.0211588457347059,0.124423898258202,0.0115181124531187,0.109478189440413,0.0621245907144202,0.0390198078441318,0.14310073982509,0.120007923454811,0.100807053640829,0.0339172374175911,-1343.29469569874
44,0.0316460431148258,0.0666947225400306,0.05222056963488,0.051941944020082,0.102843999572528,0.0529750590043433,0.138730425608287,0.128671535957832,0.111355840736687,0.0367064389376257,-1343.89911223186
45,0.036831162141015,0.0706856738262005,0.0339524828495202,0.0664013202114576,0.0599117823820574,0.0411885097996338,0.137781172464342,0.136378113894302,0.0819261026010667,0.0429621650817881,-1339.01953673866
46,0.01773542947822,0.135817787203434,0.0230102267842657,0.0747213002748786,0.0558158675539102,0.0440821542762648,0.149377873863712,0.0989479157701203,0.104971540989891,0.0293720971678812,-1341.26647086091
47,0.00189867399624156,0.130726357203131,0.0433243132578444,0.0664416617548482,0.0726662418618881,0.0443490527705781,0.156038471344398,0.11117886991864,0.0849880368502677,0.0309297326182145,-1337.67070031936
48,0.0036768555099106,0.0706841641727768,0.0431336198547291,0.0614721265061105,0.072611838127078,0.0434841226683029,0.164654344477562,0.149619651415014,0.0831880528178583,0.0419056913342282,-1339.5462414116
49,0.0176907665364938,0.0868790514338426,0.04234044137458,0.0645027433500722,0.0653987595791399,0.0496890679578649,0.18516616895427,0.144196153825819,0.0886674867862012,0.0299077533022333,-1339.40223839169
50,0.0105945128510394,0.0908134492389441,0.0246402494370418,0.0862634169150248,0.0664305998829,0.0368800033400609,0.151986539239828,0.104184018285708,0.0917949865777241,0.0375273332616895,-1338.2405123461
51,0.0172986623437598,0.0723692989420012,0.0538873021682316,0.071192231598029,0.0955294796258424,0.0391023537695223,0.0888598830759806,0.0840091456055428,0.097882253361872,0.0541352232139313,-1342.41311247017
52,0.0146535420986321,0.0741418275118392,0.0317789652722483,0.0743005503377538,0.0904621273941439,0.0414991763908766,0.0915047150254775,0.0981023074804828,0.102871373258501,0.0535570766520162,-1339.85627864752
53,0.0106238411979422,0.0827263235677984,0.0429653309570551,0.0572366829055734,0.0796502195621107,0.047016571083233,0.106998589768747,0.0995436939734938,0.097556303338851,0.024381775386666,-1338.97623871691
54,0.0199480513824497,0.100036678606601,0.0306521132300565,0.0835923987074517,0.0837683934847975,0.0417597469025614,0.168766910751671,0.100451722656289,0.0617555810390737,0.0320188307258723,-1340.33879075504
55,0.0140355624639802,0.0835526187978253,0.0284164593851934,0.075146056264641,0.0713717950501689,0.0422788565036178,0.156316763002422,0.138010514938323,0.093919858343857,0.0452154709876165,-1337.98452241592
56,0.00399012753264919,0.0835903534069971,0.0355763811226271,0.0563565897565274,0.0454249013675184,0.0443730750580448,0.168234752023299,0.140138333745169,0.0667996898851989,0.0456117847686952,-1340.85889527669
57,0.0166880966724588,0.112494909855711,0.0143147475874924,0.0803587942759033,0.0843098437460271,0.0600038385134309,0.179658788163612,0.138325299996931,0.0783616782560558,0.0443158305473305,-1342.09525251546
58,0.00392742228118804,0.102411037444234,0.0133740947712126,0.0851267030753666,0.0865378649989726,0.0515395116357203,0.136872265527078,0.138891733280176,0.0686315514461104,0.0422555655267671,-1340.42827601905
59,0.0286450788018775,0.109656607389805,0.0247550622047243,0.0650545812268966,0.0605017085055779,0.0474025574339445,0.154002304351129,0.10469566543619,0.0689593270473941,0.0589788940145308,-1339.88923197145
60,0.00220938576839193,0.103426030320146,0.0164848230319191,0.0617950977806341,0.0648806879891807,0.0444651090831877,0.153517973833277,0.132756720196077,0.0705773383679975,0.0345590567506013,-1338.66081376801
61,0.00257787364922882,0.102804174722761,0.0226368797173974,0.0691051282748384,0.0669404806955386,0.0434969968308853,0.163601694707577,0.126008811065805,0.0823180964585944,0.0317073915467743,-1337.2907752245
62,0.0290933047511455,0.11898892972745,0.0155501802818269,0.0608520195675185,0.0681510577588638,0.0455669865961541,0.168479713361332,0.134198477781662,0.0950638906591457,0.049814574795171,-1340.96936669546
63,0.0533713938646164,0.116788058132788,0.0280419526467786,0.0596781337351482,0.0962664310626158,0.0402220809938201,0.129589856599934,0.11413638396687,0.0352017652757565,0.0428863188880731,-1341.93104728056
64,0.0636679213625098,0.0944390065604409,0.0431770523095065,0.0523610526075297,0.0882713990823511,0.0421763478106571,0.137650029082161,0.0980716283734409,0.0885379262349524,0.0360415014376564,-1342.67598107763
65,0.0580780641601469,0.0787650329257946,0.031243335181286,0.0885706032706114,0.0720498260415603,0.0628782924190597,0.128452225071834,0.108753105394003,0.0863643277658075,0.0300225303870499,-1341.69252162196
66,0.0572275003005416,0.0708002412954749,0.0289079544582397,0.057869554260958,0.0688910752165569,0.0581662975796118,0.163753694656195,0.13060836252309,0.0808195203547544,0.0396723259761307,-1341.12281785772
67,0.0338004151627127,0.0947230412557368,0.0268331155601839,0.0657467934444633,0.0561754113596239,0.0510496823891768,0.119901759601946,0.143769403021948,0.0820305918318539,0.0530068259429925,-1340.89605658171
68,0.0692575311578947,0.0309218069132649,0.0324437918478764,0.0829197911803791,0.0804101738812355,0.0507269316179566,0.165924226059533,0.133677233083081,0.0617378391340295,0.0368945355746008,-1343.77405281803
69,0.0525483928703284,0.141657824752581,0.0241515666649721,0.0486573878440447,0.0664960111972226,0.039267881138182,0.11885232691938,0.127306541441054,0.0440028261994583,0.0462281855719222,-1343.20247285701
70,0.0486087192632434,0.134841655163652,0.0425014546016973,0.0837019149225028,0.0761983374652154,0.0415311564731762,0.116619530189049,0.119000541817701,0.0627467557997507,0.0259954433563299,-1342.56230010514
71,0.0462587614411628,0.0958876955812775,0.0409501995918781,0.0807028697421118,0.0925559426270544,0.0604758267232327,0.142953580224819,0.121613916450967,0.066618709032169,0.0346121082066891,-1341.0911714895
72,0.0564417437624672,0.0501544236839975,0.0406447192251139,0.0673039460895491,0.0834678006173105,0.0325351160081459,0.123352864823878,0.111038694201388,0.0889822863593937,0.054881746879898,-1343.44402382413
73,0.0244737745240971,0.0407310950350672,0.040224262720692,0.069702504027563,0.0751960865916572,0.0498242151478958,0.124677955987488,0.115054460020137,0.0530701451370663,0.0502193272208722,-1340.42803485548
74,0.0508416584052118,0.0767531573692595,0.0220793846609169,0.0711946433006046,0.0658510845659607,0.040673850490777,0.137539853347738,0.112938072259682,0.0700417285286798,0.0394863899599323,-1338.5133351726
75,0.00898392784027759,0.0856733585925778,0.0475298353486265,0.0594776774153488,0.0821896429809053,0.0495568086719989,0.140497696956463,0.129090671321337,0.0844683177443404,0.0373755589955333,-1337.71797662869
76,0.0308023344950201,0.0857773806350058,0.0356254588628649,0.069138516047681,0.0909397337993437,0.0404619814707714,0.12362892719933,0.0830428748675013,0.0525054026441475,0.029684106830051,-1341.49537892615
77,0.00156149079408135,0.176265488666672,0.0195662146435214,0.0989202547761389,0.0811939642310237,0.0468681794553866,0.12525002733868,0.110758546317415,0.0382727232173717,0.0366396125393587,-1340.82748071741
78,2.3831922906709e-05,0.151536975287946,0.0246066624514484,0.076730945121838,0.0879439581581836,0.0444096059379959,0.126377885438714,0.10888653025858,0.0446616882059624,0.0286999184033022,-1338.1459489378
79,0.0054949754631547,0.131600319412424,0.0290465542180196,0.0825681096062669,0.0660426260433881,0.0435732014227894,0.144581160522455,0.108004025639818,0.0795905423678222,0.0381175923362694,-1337.4046981243
80,0.000496333418488198,0.0895622643632478,0.0262293752633602,0.0641125669218634,0.0576010562623955,0.0464578555790233,0.13692473710202,0.138746133065409,0.0794140172101155,0.025639537477982,-1339.29114187415
81,0.0199947224329928,0.114501131052265,0.0313300787741385,0.0782957770546408,0.0575573912573613,0.0466177452128754,0.170152676242399,0.12512741602971,0.0749814581784298,0.0484843236715206,-1339.25420452786
