"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
1,1.72191342858904,0.172039832703549,0.274168110615916,0.0243722197440612,0.0821831400013743,0.0994298907430446,0.27525682910951,0.252398182334813,-2039.04597541875
2,1.55406089936664,0.476513790939315,0.0445881037815235,0.0273288257328323,0.0719431001319753,0.0554097074260373,0.273939727581944,0.24130161181501,-1902.70460292245
3,1.35597597141221,0.493880896261182,0.0368547243932422,0.0249297772505963,0.0739200742288988,0.0553868521890429,0.275868269446431,0.233985880493424,-1863.66982634804
4,1.36055519067983,0.494090737702993,0.0127983700212212,0.0249123586716531,0.073532545955346,0.0560381079749142,0.278477672439787,0.234837540263231,-1861.52500920801
5,1.35672664273254,0.485497093753174,0.0119433756676579,0.0250213108412189,0.0738282083250948,0.0560983992809087,0.285107925380303,0.234571355687467,-1858.41034468874
6,1.3579429912607,0.483078635560506,0.0135533545710164,0.0258504374045006,0.0739277411791034,0.0560581066273318,0.27726458705453,0.234577968799801,-1859.52466027695
7,1.35753717715029,0.495467455793188,0.0129477061101477,0.0258498747646581,0.0739176306718978,0.0560565193657555,0.277249508704547,0.234568210178455,-1855.38444525644
8,1.3575361921127,0.495370602027266,0.0128762857738044,0.025850993335205,0.0738855144672814,0.0560492752491576,0.277248044916274,0.234567924615493,-1852.03632853109
9,1.35753617909259,0.495370638581326,0.0128817830952033,0.0258523552457064,0.0738854113976183,0.0560492313863465,0.277248406360021,0.234567924615493,-1846.32154073404
10,1.35753616941767,0.49537041838637,0.0128816396613728,0.0258523570384622,0.0738854113973168,0.0560492313865427,0.277248407485882,0.234567924615493,-1846.35478809367
11,1.35753617080361,0.49537041838637,0.0128816470605456,0.0258523570384603,0.0738854113973168,0.0560492313921891,0.277248407485882,0.234567924615493,-1842.95034496092
12,1.35753617080361,0.49537041838637,0.0128816470605456,0.0258523570384603,0.0738854113973168,0.0560492313921891,0.277248407485882,0.234567924615493,-1842.95034496092
13,1.3575361708383,0.495370418362335,0.0128816466186302,0.0258523565350847,0.0738854113973168,0.0560492313921872,0.277248409569493,0.234567924615493,-1844.20688303768
